;kostya_file;filename;size;accession;sample;subsample;treatment
1237;EGAF00002339713/22152_2#15.cram;22152_2#15;1.4G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
1238;EGAF00002338427/19846_5#7.cram;19846_5#7;4.6G;EGAN00001437484;MSM0.46;s5;Cobalt (II) chloride (250 uM)
1239;EGAF00002339198/22217_4#6.cram;22217_4#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1240;EGAF00002339694/22152_1#20.cram;22152_1#20;1.5G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1241;EGAF00002339349/22211_1#26.cram;22211_1#26;1.4G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
1242;EGAF00002338198/22746_3#12.cram;22746_3#12;2.4G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
1243;EGAF00002338830/20025_7#6.cram;20025_7#6;5.0G;EGAN00001437507;MSM0.57;s2;Acrolein (5 uM)
1244;EGAF00002340365/22746_5#1.cram;22746_5#1;2.1G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
1245;EGAF00002338473/23130_7#2.cram;23130_7#2;12G;EGAN00001938981;MSM0.87;s4;3-NBA (0,1 uM)
1246;EGAF00002338787/18928_5#2.cram;18928_5#2;3.9G;EGAN00001437411;MSM0.29;s2;1-Nitropyrene (1,75 uM) + S9
1247;EGAF00002338522/19846_7#1.cram;19846_7#1;4.4G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
1248;EGAF00002338568/22216_3#16.cram;22216_3#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
1249;EGAF00002338428/19846_5#8.cram;19846_5#8;4.7G;EGAN00001437486;MSM0.50;s1;1,6-DNP (0,09 uM)
1250;EGAF00002338160/22211_5#8.cram;22211_5#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
1251;EGAF00002339955/22101_4#6.cram;22101_4#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1252;EGAF00002339878/22101_1#11.cram;22101_1#11;1.4G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1253;EGAF00002338445/22211_8#26.cram;22211_8#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
1254;EGAF00002338569/22216_3#17.cram;22216_3#17;1.8G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1255;EGAF00002339728/22156_7#17.cram;22156_7#17;1.5G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1256;EGAF00002338161/22211_5#9.cram;22211_5#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
1257;EGAF00002339113/22217_3#1.cram;22217_3#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1258;EGAF00002339709/22152_2#11.cram;22152_2#11;1.2G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1259;EGAF00002338513/16535_5#93.cram;16535_5#93;4.1G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
1260;EGAF00002340441/22156_5#7.cram;22156_5#7;1.5G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1261;EGAF00002340715/22101_2#13.cram;22101_2#13;1.8G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
1262;EGAF00002339573/16527_8#96.cram;16527_8#96;3.8G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
1263;EGAF00002340422/22150_4#5.cram;22150_4#5;1.8G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
1264;EGAF00002338907/20623_3.cram;20623_3;31G;EGAN00001437521;MSM0.69;s1;o-Toluidine (14 mM) + S9
1265;EGAF00002340102/22152_6#1.cram;22152_6#1;1.2G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1266;EGAF00002339404/19227_3#4.cram;19227_3#4;3.4G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
1267;EGAF00002338438/22211_8#17.cram;22211_8#17;1.6G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1268;EGAF00002339446/22217_7#11.cram;22217_7#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
1269;EGAF00002340733/22101_3#7.cram;22101_3#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1270;EGAF00002340285/24464_7#1.cram;24464_7#1;12G;EGAN00001939031;MSM0.129;s2;Media Control + S9
1271;EGAF00002338944/22216_8#22.cram;22216_8#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
1272;EGAF00002339874/22101_1#7.cram;22101_1#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1273;EGAF00002338587/23824_7#5.cram;23824_7#5;6.9G;EGAN00001939023;MSM0.132;s2;DBP (0,0313 uM) + S9
1274;EGAF00002338493/16527_8#88.cram;16527_8#88;3.8G;EGAN00001437321;MSM0.2;s1;BPDE (0,125 uM)
1275;EGAF00002338274/22746_8#14.cram;22746_8#14;2.3G;EGAN00001938994;MSM0.90;s5;PhIP (4 uM) + S9
1276;EGAF00002338348/22211_8#12.cram;22211_8#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1277;EGAF00002339434/22211_3#5.cram;22211_3#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1278;EGAF00002338957/18962_5#7.cram;18962_5#7;4.5G;EGAN00001437430;MSM0.39;s1;Lead (II) nitrate (88 uM)
1279;EGAF00002339481/19296_8#3.cram;19296_8#3;3.5G;EGAN00001437415;MSM0.30;s2;Potassium chromate (7,5 uM)
1280;EGAF00002339619/16814_1#1.cram;16814_1#1;7.1G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
1281;EGAF00002338654/20024_2#1.cram;20024_2#1;5.4G;EGAN00001437492;MSM0.58;s4;AAII (37,5 uM)
1282;EGAF00002338151/22211_4#24.cram;22211_4#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1283;EGAF00002339326/19226_7#11.cram;19226_7#11;3.3G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
1284;EGAF00002340278/24243_5#2.cram;24243_5#2;7.7G;EGAN00001939029;MSM0.124;s1;Methyleugenol (1,25 mM)
1285;EGAF00002339312/19226_6#6.cram;19226_6#6;3.6G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
1286;EGAF00002338248/22211_6#17.cram;22211_6#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1287;EGAF00002339600/22152_1#13.cram;22152_1#13;1.6G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
1288;EGAF00002338764/22216_6#3.cram;22216_6#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
1289;EGAF00002339782/22156_8#23.cram;22156_8#23;1.5G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1290;EGAF00002338395/16524_4#92.cram;16524_4#92;4.0G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
1291;EGAF00002339023/22217_1#17.cram;22217_1#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1292;EGAF00002339186/22217_3#17.cram;22217_3#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1293;EGAF00002339901/22152_3#17.cram;22152_3#17;1.3G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1294;EGAF00002338296/19793_4#6.cram;19793_4#6;5.7G;EGAN00001437467;MSM0.49;s1;AFB1 (0,25 uM) + S9
1295;EGAF00002339337/22211_1#12.cram;22211_1#12;1.4G;EGAN00001437534;MSM0.68;s3;DMS (0,078 mM)
1296;EGAF00002339649/22156_6#20.cram;22156_6#20;1.5G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1297;EGAF00002338763/22216_6#1.cram;22216_6#1;1.8G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
1298;EGAF00002338662/22216_4#6.cram;22216_4#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1299;EGAF00002339398/19227_2#7.cram;19227_2#7;3.3G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
1300;EGAF00002338552/22216_2#25.cram;22216_2#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
1301;EGAF00002340171/23130_8#1.cram;23130_8#1;12G;EGAN00001938972;MSM0.110;s3;DMH (11,6 mM) + S9
1302;EGAF00002340458/22156_5#24.cram;22156_5#24;1.4G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
1303;EGAF00002338938/22216_8#14.cram;22216_8#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1304;EGAF00002338915/20627_6.cram;20627_6;32G;EGAN00001437409;MSM0.22;s2;MNU (350 uM)
1305;EGAF00002340324/22152_8#1.cram;22152_8#1;1.2G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1306;EGAF00002339630/20619_5#1.cram;20619_5#1;32G;EGAN00001437334;MSM0.10;s3;Melphalan (1,5 uM)
1307;EGAF00002340156/23031_7#1.cram;23031_7#1;9.8G;EGAN00001938930;MSM0.102;s5;Potassium bromate (875 uM)
1308;EGAF00002339919/22204_3#20.cram;22204_3#20;1.8G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1309;EGAF00002338135/19684_6#3.cram;19684_6#3;5.9G;EGAN00001437473;MSM0.47;s1;MMS (100 uM)
1310;EGAF00002338379/16223_4.cram;16223_4;47G;EGAN00001437317;MSM0.11;s3;Temozolomide (200 uM)
1311;EGAF00002339900/22152_3#16.cram;22152_3#16;1.6G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1312;EGAF00002338319/19846_3#3.cram;19846_3#3;4.3G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
1313;EGAF00002338293/19793_4#3.cram;19793_4#3;5.4G;EGAN00001437463;MSM0.24;s4;ENU (400 uM)
1314;EGAF00002338156/22211_5#4.cram;22211_5#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
1315;EGAF00002339477/19227_4#10.cram;19227_4#10;3.7G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
1316;EGAF00002339842/22100_2#23.cram;22100_2#23;1.7G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1317;EGAF00002340342/22152_8#19.cram;22152_8#19;1.3G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1318;EGAF00002340118/22216_8#19.cram;22216_8#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
1319;EGAF00002340088/22152_5#11.cram;22152_5#11;1.2G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1320;EGAF00002339345/22211_1#22.cram;22211_1#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
1321;EGAF00002338894/20025_8#6.cram;20025_8#6;4.8G;EGAN00001437507;MSM0.57;s2;Acrolein (5 uM)
1322;EGAF00002339344/22211_1#21.cram;22211_1#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
1323;EGAF00002340464/22746_6#2.cram;22746_6#2;2.4G;EGAN00001938996;MSM0.121;s4;2-Naphthylamine (200 uM)
1324;EGAF00002339778/22156_8#19.cram;22156_8#19;1.4G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1325;EGAF00002340747/22101_3#21.cram;22101_3#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1326;EGAF00002339060/19056_3#7.cram;19056_3#7;3.8G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
1327;EGAF00002339952/22101_4#3.cram;22101_4#3;1.6G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
1328;EGAF00002340078/22101_5#18.cram;22101_5#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
1329;EGAF00002338922/22216_7#23.cram;22216_7#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
1330;EGAF00002338136/19684_6#4.cram;19684_6#4;6.5G;EGAN00001437474;MSM0.47;s3;MMS (100 uM)
1331;EGAF00002339066/21781_7#1.cram;21781_7#1;35G;EGAN00001938906;MSM0.89;s2;Ellipticine (0,25 uM)
1332;EGAF00002339040/18962_8#7.cram;18962_8#7;3.3G;EGAN00001437425;MSM0.44;s1;PhIP (3 uM) + S9
1333;EGAF00002338637/19847_3#8.cram;19847_3#8;4.6G;EGAN00001437486;MSM0.50;s1;1,6-DNP (0,09 uM)
1334;EGAF00002338543/19847_2#4.cram;19847_2#4;4.5G;EGAN00001437480;MSM0.51;s2;Catechol (5,5 uM)
1335;EGAF00002339769/22156_8#10.cram;22156_8#10;1.3G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
1336;EGAF00002338252/22211_6#23.cram;22211_6#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
1337;EGAF00002338183/22417_1#16.cram;22417_1#16;1.4G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
1338;EGAF00002340092/22152_5#15.cram;22152_5#15;1.4G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
1339;EGAF00002339473/19227_4#6.cram;19227_4#6;3.7G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
1340;EGAF00002339750/22783_6#2.cram;22783_6#2;6.1G;EGAN00001939016;MSM0.116;s2;MOCA (37,5 uM) + S9
1341;EGAF00002340219/22152_7#7.cram;22152_7#7;1.5G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1342;EGAF00002340412/22101_8#19.cram;22101_8#19;1.5G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
1343;EGAF00002339704/22152_2#6.cram;22152_2#6;1.4G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1344;EGAF00002339936/22211_3#2.cram;22211_3#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
1345;EGAF00002338712/18447_5.cram;18447_5;34G;EGAN00001437393;MSM0.27;s1;6-Nitrochrysene (12,5 uM) + S9
1346;EGAF00002338611/16545_6#94.cram;16545_6#94;3.4G;EGAN00001437330;MSM0.15;s1;Mitomycin C (0,313 uM)
1347;EGAF00002340735/22101_3#9.cram;22101_3#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
1348;EGAF00002339321/19226_7#6.cram;19226_7#6;3.6G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
1349;EGAF00002339197/22217_4#5.cram;22217_4#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
1350;EGAF00002340498/24709_8#3.cram;24709_8#3;6.3G;EGAN00001939040;MSM0.120;s1;MeOH Control (1,3%)
1351;EGAF00002340024/22216_6#2.cram;22216_6#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
1352;EGAF00002339400/19227_2#9.cram;19227_2#9;3.3G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
1353;EGAF00002339563/16521_3#91.cram;16521_3#91;4.1G;EGAN00001437325;MSM0.1;s2;H2O Control (0,1%)
1354;EGAF00002339661/22156_7#8.cram;22156_7#8;1.6G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
1355;EGAF00002339293/22217_5#22.cram;22217_5#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
1356;EGAF00002338884/18962_4#1.cram;18962_4#1;4.1G;EGAN00001437410;MSM0.29;s1;1-Nitropyrene (1,75 uM) + S9
1357;EGAF00002339756/22783_7#3.cram;22783_7#3;5.6G;EGAN00001939013;MSM0.112;s1;Benzidine (900 uM) + S9
1358;EGAF00002339688/22100_2#2.cram;22100_2#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1359;EGAF00002339478/19227_4#11.cram;19227_4#11;3.5G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
1360;EGAF00002339375/22217_6#23.cram;22217_6#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
1361;EGAF00002339361/22217_6#7.cram;22217_6#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
1362;EGAF00002338953/18962_5#3.cram;18962_5#3;4.1G;EGAN00001437415;MSM0.30;s2;Potassium chromate (7,5 uM)
1363;EGAF00002339824/22100_2#5.cram;22100_2#5;1.8G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
1364;EGAF00002339568/16525_2#90.cram;16525_2#90;4.9G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
1365;EGAF00002339922/22204_3#23.cram;22204_3#23;1.7G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
1366;EGAF00002338819/20025_6#1.cram;20025_6#1;5.2G;EGAN00001437500;MSM0.56;s4;SSR (1,25 J)
1367;EGAF00002339554/22417_1#6.cram;22417_1#6;1.3G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1368;EGAF00002338357/22914_5#14.cram;22914_5#14;2.6G;EGAN00001938994;MSM0.90;s5;PhIP (4 uM) + S9
1369;EGAF00002340320/22152_7#21.cram;22152_7#21;1.5G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
1370;EGAF00002339486/19296_8#8.cram;19296_8#8;4.1G;EGAN00001437431;MSM0.39;s2;Lead (II) nitrate (88 uM)
1371;EGAF00002338411/19846_3#9.cram;19846_3#9;4.3G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
1372;EGAF00002339513/22211_4#3.cram;22211_4#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
1373;EGAF00002338576/23627_7#4.cram;23627_7#4;6.0G;EGAN00001939022;MSM0.132;s1;DBP (0,0313 uM) + S9
1374;EGAF00002339676/22100_1#14.cram;22100_1#14;1.7G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
1375;EGAF00002338546/22216_2#17.cram;22216_2#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1376;EGAF00002338482/23627_5#5.cram;23627_5#5;6.6G;EGAN00001939023;MSM0.132;s2;DBP (0,0313 uM) + S9
1377;EGAF00002338194/22746_1#14.cram;22746_1#14;2.4G;EGAN00001938994;MSM0.90;s5;PhIP (4 uM) + S9
1378;EGAF00002338695/17750_4#12.cram;17750_4#12;2.8G;EGAN00001437327;MSM0.3;s1;AAI (1,25 uM)
1379;EGAF00002339869/22101_1#2.cram;22101_1#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1380;EGAF00002339041/18962_8#8.cram;18962_8#8;3.5G;EGAN00001437426;MSM0.44;s2;PhIP (3 uM) + S9
1381;EGAF00002338336/22211_7#25.cram;22211_7#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
1382;EGAF00002339850/22100_3#7.cram;22100_3#7;1.7G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
1383;EGAF00002340040/22914_5#5.cram;22914_5#5;2.5G;EGAN00001939009;MSM0.123;s1;Semustine (700 uM) + S9
1384;EGAF00002340146/22914_7#4.cram;22914_7#4;6.6G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
1385;EGAF00002339465/22217_8#7.cram;22217_8#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
1386;EGAF00002340204/22152_6#16.cram;22152_6#16;1.6G;EGAN00001938950;MSM0.105;s3;Acetaldehyde (12 mM)
1387;EGAF00002338955/18962_5#5.cram;18962_5#5;4.6G;EGAN00001437428;MSM0.38;s1;1,4-Benzoquinone (5 uM)
1388;EGAF00002339413/19227_4#4.cram;19227_4#4;3.5G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
1389;EGAF00002339937/22211_3#19.cram;22211_3#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
1390;EGAF00002339928/22210_2#19.cram;22210_2#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
1391;EGAF00002339394/19227_2#3.cram;19227_2#3;3.6G;EGAN00001437447;MSM0.31;s4;Styrene oxide (75 uM)
1392;EGAF00002340722/22101_2#20.cram;22101_2#20;1.7G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
1393;EGAF00002340152/22914_8#5.cram;22914_8#5;6.3G;EGAN00001939014;MSM0.112;s2;Benzidine (900 uM) + S9
1394;EGAF00002340250/22746_2#6.cram;22746_2#6;2.5G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
1395;EGAF00002338776/18765_1.cram;18765_1;35G;EGAN00001437402;MSM0.34;s2;Formaldehyde (85,5 uM)
1396;EGAF00002339401/19227_2#10.cram;19227_2#10;3.5G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
1397;EGAF00002338900/20519_8#1.cram;20519_8#1;2.8G;EGAN00001437490;MSM0.53;s2;Glycidamide (475 uM)
1398;EGAF00002339131/19056_5#3.cram;19056_5#3;4.5G;EGAN00001437419;MSM0.42;s1;DBA (75 uM) + S9
1399;EGAF00002340068/22101_5#8.cram;22101_5#8;1.8G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
1400;EGAF00002340435/22156_5#1.cram;22156_5#1;1.3G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1401;EGAF00002339726/22156_7#15.cram;22156_7#15;1.5G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
1402;EGAF00002339191/22217_3#24.cram;22217_3#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1403;EGAF00002339757/22783_7#4.cram;22783_7#4;6.9G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
1404;EGAF00002338558/22216_3#6.cram;22216_3#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
1405;EGAF00002340223/22152_7#11.cram;22152_7#11;1.2G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1406;EGAF00002339924/22210_1#2.cram;22210_1#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
1407;EGAF00002340449/22156_5#15.cram;22156_5#15;1.5G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
1408;EGAF00002340290/22101_7#8.cram;22101_7#8;1.8G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
1409;EGAF00002339585/22150_4#22.cram;22150_4#22;1.6G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
1410;EGAF00002340000/22211_5#2.cram;22211_5#2;1.5G;EGAN00001437344;MSM0.12;s4;DBP (0,0039 uM)
1411;EGAF00002340168/23124_7#4.cram;23124_7#4;8.6G;EGAN00001939018;MSM0.123;s3;Semustine (700 uM) + S9
1412;EGAF00002338632/19847_3#3.cram;19847_3#3;4.2G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
1413;EGAF00002338678/22216_4#24.cram;22216_4#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
1414;EGAF00002339951/22101_4#2.cram;22101_4#2;1.5G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
1415;EGAF00002338584/23824_7#1.cram;23824_7#1;6.2G;EGAN00001939019;MSM0.131;s1;DMSO Control (0,1%) + S9
1416;EGAF00002339452/22217_7#17.cram;22217_7#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
1417;EGAF00002339741/22156_8#6.cram;22156_8#6;1.4G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
1418;EGAF00002338496/16532_5#93.cram;16532_5#93;4.4G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
1419;EGAF00002339860/22100_3#17.cram;22100_3#17;1.6G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
1420;EGAF00002339206/22217_4#14.cram;22217_4#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
1421;EGAF00002340112/22152_6#11.cram;22152_6#11;1.2G;EGAN00001938962;MSM0.101;s2;Cyclophosphamide (60 uM) + S9
1422;EGAF00002339961/22101_4#12.cram;22101_4#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
1423;EGAF00002340234/22746_1#1.cram;22746_1#1;2.0G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
1424;EGAF00002340145/22914_7#3.cram;22914_7#3;5.3G;EGAN00001939013;MSM0.112;s1;Benzidine (900 uM) + S9
1425;EGAF00002340174/22101_6#3.cram;22101_6#3;1.5G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
1426;EGAF00002338532/19847_1#2.cram;19847_1#2;4.2G;EGAN00001437478;MSM0.52;s2;Acrylamide (9,5 mM) + S9
1427;EGAF00002340130/22217_4#19.cram;22217_4#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
1428;EGAF00002339071/21822_6.cram;21822_6;31G;EGAN00001938903;MSM0.97;s2;2-Nitrofluorene (40 uM)
1429;EGAF00002338264/22746_6#12.cram;22746_6#12;2.5G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
1430;EGAF00002339991/22152_5#1.cram;22152_5#1;1.2G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
1431;EGAF00002338774/18453_1.cram;18453_1;32G;EGAN00001437398;MSM0.26;s1;BaP (0,39 uM) + S9
1432;EGAF00002339781/22156_8#22.cram;22156_8#22;1.4G;EGAN00001938976;MSM0.107;s1;2,6-Dimethylaniline (11 mM) + S9
1433;EGAF00002339562/16521_2#90.cram;16521_2#90;5.1G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
1434;EGAF00002339448/22217_7#13.cram;22217_7#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
1435;EGAF00002340045/22914_5#10.cram;22914_5#10;2.8G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
1436;EGAF00002339495/19684_3#3.cram;19684_3#3;5.2G;EGAN00001437463;MSM0.24;s4;ENU (400 uM)
1437;EGAF00002338651/20024_1#4.cram;20024_1#4;5.4G;EGAN00001437496;MSM0.55;s2;Furan (100 mM) + S9
1438;EGAF00002338754/22216_5#16.cram;22216_5#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
1439;EGAF00002338542/19847_2#3.cram;19847_2#3;4.2G;EGAN00001437479;MSM0.51;s1;Catechol (5,5 uM)
1440;EGAF00002339765/22914_1#2.cram;22914_1#2;2.4G;EGAN00001938996;MSM0.121;s4;2-Naphthylamine (200 uM)
1441;EGAF00002338494/16532_1#89.cram;16532_1#89;4.2G;EGAN00001437322;MSM0.2;s2;BPDE (0,125 uM)
1442;EGAF00002338946/22216_8#24.cram;22216_8#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
